CF_ITEMID,CF_ITEMNAME,CF_QUANTITY,CF_UNITNAME,CF_ITEMPRICELEVEL_PRICE,CF_SYSITEMGROUPL1ID,CF_SYSITEMGROUPL2ID,CF_SYSITEMGROUPL3ID,CF_SYSITEMGROUPL4ID,CF_SYSITEMGROUPL5ID,CF_ITEMGROUPL1_GROUPNAME,CF_ITEMGROUPL2_GROUPNAME,CF_ITEMGROUPL3_GROUPNAME,CF_ITEMGROUPL4_GROUPNAME,CF_ITEMGROUPL5_GROUPNAME,CF_ITEMGROUPL1_ORDINARY,CF_ITEMGROUPL2_ORDINARY,CF_ITEMGROUPL3_ORDINARY,CF_ITEMGROUPL4_ORDINARY,CF_ITEMGROUPL5_ORDINARY,CF_COMPANY,CF_BRANCHNAME
201-JBJ457,"TRW ลูกหมากล่าง TOYOTA TIGER 4 WD LN165, HILUX 4 WD LN106",2,ตัว,1100,5,15,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),201-ลูกหมาก TRW,,,,6,1,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,สำนักงานใหญ่
201-JBJ459,"TRW ลูกหมากล่าง TOYOTA COROLLA AE101, 111",2,ตัว,700,5,15,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),201-ลูกหมาก TRW,,,,6,1,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,สำนักงานใหญ่
201-JBJ482,"TRW ลูกหมากบน MITSUBISHI CYCLONE L200 (K14), STRADA 2WD (K64)",6,ตัว,700,5,15,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),201-ลูกหมาก TRW,,,,6,1,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,สำนักงานใหญ่
201-JBJ483,"TRW ลูกหมากล่าง MITSUBISHI CYCLONE L200 (K14), STRADA 2WD (K64)",4,ตัว,700,5,15,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),201-ลูกหมาก TRW,,,,6,1,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,สำนักงานใหญ่
201-JBJ486,"TRW ลูกหมากล่าง MITSUBISHI CYCLONE L200 4WD, PAJERO รุ่น แรก",4,ตัว,1100,5,15,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),201-ลูกหมาก TRW,,,,6,1,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,สำนักงานใหญ่
201-JBJ557,"TRW ลูกหมากล่าง NISSAN Frontier D22 (2.7, 3.0), BIG-M 2500 cc & 2700 cc, FRONTIER D21 กระบะตอนเดียว 2500 cc",2,ตัว,800,5,15,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),201-ลูกหมาก TRW,,,,6,1,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,สำนักงานใหญ่
201-JBJ681,"TRW ลูกหมากล่าง TOYOTA ALTIS 2001-2007, Wish",2,ตัว,800,5,15,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),201-ลูกหมาก TRW,,,,6,1,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,สำนักงานใหญ่
201-JBJ687,"TRW ลูกหมากบน MITSUBISHI STRADA 4WD (K77), PAJERO รุ่นสอง, G-WAGON",6,ตัว,900,5,15,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),201-ลูกหมาก TRW,,,,6,1,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,สำนักงานใหญ่
201-JBJ7502,TRW ลูกหมากล่าง TOYOTA SOLUNA,2,ตัว,800,5,15,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),201-ลูกหมาก TRW,,,,6,1,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,สำนักงานใหญ่
201-JBJ7534,"TRW ลูกหมากบน ISUZU D-MAX 2WD, Hi-Lander",8,ตัว,800,5,15,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),201-ลูกหมาก TRW,,,,6,1,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,สำนักงานใหญ่
201-JBJ7537,"TRW ลูกหมากล่าง TOYOTA VIOS, VIOS 2007-2011, YARIS 02, YARIS 2008",2,ตัว,800,5,15,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),201-ลูกหมาก TRW,,,,6,1,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,สำนักงานใหญ่
201-JBJ7538,"TRW ลูกหมากบน TOYOTA VIGO 2WD, 4WD, INNOVA, FORTUNER",10,ตัว,800,5,15,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),201-ลูกหมาก TRW,,,,6,1,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,สำนักงานใหญ่
201-JBJ7539,"TRW ลูกหมากล่าง TOYOTA VIGO 2WD, 4WD, INNOVA, FORTUNER",4,ตัว,900,5,15,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),201-ลูกหมาก TRW,,,,6,1,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,สำนักงานใหญ่
201-JBJ7547,TRW ลูกหมากบน MITSUBISHI Triton 4WD,6,ตัว,1000,5,15,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),201-ลูกหมาก TRW,,,,6,1,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,สำนักงานใหญ่
201-JBJ7548,"TRW ลูกหมากล่าง MITSUBISHI Triton 2WD, 4WD",2,ตัว,1100,5,15,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),201-ลูกหมาก TRW,,,,6,1,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,สำนักงานใหญ่
201-JBJ7550,"TRW ลูกหมากบน NISSAN Frontier D22 (2.7, 3.0)",2,ตัว,900,5,15,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),201-ลูกหมาก TRW,,,,6,1,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,สำนักงานใหญ่
201-JBJ7557,"TRW ลูกหมากล่าง HONDA JAZZ (GD), City 03",2,ตัว,800,5,15,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),201-ลูกหมาก TRW,,,,6,1,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,สำนักงานใหญ่
201-JBJ7562,TRW R-ลูกหมากล่าง HONDA Civic FD 06-11,2,ตัว,900,5,15,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),201-ลูกหมาก TRW,,,,6,1,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,สำนักงานใหญ่
201-JBJ7599,TRW ลูกหมากบน TOYOTA TIGER 2 WD LN145,4,ตัว,800,5,15,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),201-ลูกหมาก TRW,,,,6,1,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,สำนักงานใหญ่
201-JBJ7600,TRW ลูกหมากล่าง TOYOTA TIGER 2 WD LN145,4,ตัว,800,5,15,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),201-ลูกหมาก TRW,,,,6,1,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,สำนักงานใหญ่
201-JBJ7602,TRW ลูกหมากบน MITSUBISHI Triton 2WD,6,ตัว,900,5,15,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),201-ลูกหมาก TRW,,,,6,1,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,สำนักงานใหญ่
201-JBJ7624,TRW ลูกหมากล่าง NISSAN Navara D22 FROMTIER 4WD,2,ตัว,900,5,15,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),201-ลูกหมาก TRW,,,,6,1,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,สำนักงานใหญ่
201-JBJ7652,"TRW ลูกหมากล่าง NISSAN MARCH K13 (2010), ALMERA K13 2012",4,ตัว,900,5,15,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),201-ลูกหมาก TRW,,,,6,1,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,สำนักงานใหญ่
201-JBJ7653,"TRW ลูกหมากล่างปี2008ขึ้นไป ISUZU D-MAX 2WD, 4WD",5,ตัว,900,5,15,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),201-ลูกหมาก TRW,,,,6,1,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,สำนักงานใหญ่
201-JBJ7659,TRW ลูกหมากล่าง NISSAN Navara D40T 2WD,2,ตัว,900,5,15,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),201-ลูกหมาก TRW,,,,6,1,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,สำนักงานใหญ่
201-JBJ7662,TRW ลูกหมากบน NISSAN Navara D40T 2WD,5,ตัว,900,5,15,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),201-ลูกหมาก TRW,,,,6,1,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,สำนักงานใหญ่
201-JCA100,"TRW สลักปีกนกบน TOYOTA MIGHTY-X, HILUX LN 40, HILUX LN 50, TIGER 2 WD LN145",6,ตัว,1500,5,15,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),201-ลูกหมาก TRW,,,,6,1,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,สำนักงานใหญ่
201-JIA136,"TRW กล้องยา NISSAN BIG-M 2500 cc & 2700 cc, FRONTIER D21 กระบะตอนเดียว 2500 cc",8,ตัว,1400,5,15,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),201-ลูกหมาก TRW,,,,6,1,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,สำนักงานใหญ่
201-JIA145,TRW กล้องยา MITSUBISHI CYCLONE L200 (K14),2,ตัว,1400,5,15,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),201-ลูกหมาก TRW,,,,6,1,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,สำนักงานใหญ่
201-JIA165,"TRW กล้องยา ISUZU TFR, KBZ",2,ตัว,1400,5,15,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),201-ลูกหมาก TRW,,,,6,1,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,สำนักงานใหญ่
201-JIA202,TRW กล้องยา TOYOTA MIGHTY-X,7,ตัว,1200,5,15,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),201-ลูกหมาก TRW,,,,6,1,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,สำนักงานใหญ่
201-JIA205,TRW กล้องยา MITSUBISHI STRADA 4WD (K77),2,ตัว,1900,5,15,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),201-ลูกหมาก TRW,,,,6,1,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,สำนักงานใหญ่
201-JIA206,TRW กล้องยา TOYOTA TIGER 4 WD LN165,4,ตัว,2200,5,15,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),201-ลูกหมาก TRW,,,,6,1,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,สำนักงานใหญ่
201-JIA7502,TRW กล้องยา MITSUBISHI STRADA 2WD (K64),1,ตัว,1800,5,15,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),201-ลูกหมาก TRW,,,,6,1,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,สำนักงานใหญ่
201-JIA7520,TRW กล้องยา TOYOTA TIGER 2 WD LN145,5,ตัว,1700,5,15,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),201-ลูกหมาก TRW,,,,6,1,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,สำนักงานใหญ่
201-JIA7521,"TRW กล้องยา NISSAN Frontier D22 (2.7, 3.0)",4,ตัว,1700,5,15,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),201-ลูกหมาก TRW,,,,6,1,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,สำนักงานใหญ่
201-JPA117,TRW ขาไก่ MITSUBISHI CYCLONE L200 (K14),4,ตัว,1000,5,15,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),201-ลูกหมาก TRW,,,,6,1,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,สำนักงานใหญ่
201-JPA152,"TRW ขาไก่ MITSUBISHI STRADA 4WD (K77), PAJERO รุ่น แรก",2,ตัว,1000,5,15,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),201-ลูกหมาก TRW,,,,6,1,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,สำนักงานใหญ่
201-JPA7500,TRW ขาไก่ MITSUBISHI STRADA 2WD (K64),2,ตัว,1000,5,15,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),201-ลูกหมาก TRW,,,,6,1,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,สำนักงานใหญ่
201-JPA7510,"TRW ขาไก่ NISSAN Frontier D22 (2.7, 3.0)",4,ตัว,1200,5,15,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),201-ลูกหมาก TRW,,,,6,1,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,สำนักงานใหญ่
201-JRA7505,"TRW R-ลูกหมากคันชักนอก-ใน NISSAN Frontier D22 (2.7, 3.0)",4,ตัว,1600,5,15,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),201-ลูกหมาก TRW,,,,6,1,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,สำนักงานใหญ่
201-JRA7506,"TRW L-ลูกหมากคันชักนอก-ใน NISSAN Frontier D22 (2.7, 3.0)",4,ตัว,1600,5,15,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),201-ลูกหมาก TRW,,,,6,1,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,สำนักงานใหญ่
201-JTC7587,"TRW R-ปีกนกล่าง HONDA JAZZ (GD), City 03",0,ตัว,2700,5,15,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),201-ลูกหมาก TRW,,,,6,1,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,สำนักงานใหญ่
201-JTC7588,"TRW L-ปีกนกล่าง HONDA JAZZ (GD), City 03",0,ตัว,2700,5,15,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),201-ลูกหมาก TRW,,,,6,1,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,สำนักงานใหญ่
201-JTC7795,"TRW L-ปีกนกล่าง Chevelolet AVEO (T250, T255) 07",0,ตัว,2800,5,15,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),201-ลูกหมาก TRW,,,,6,1,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,สำนักงานใหญ่
201-JTC7796,"TRW R-ปีกนกล่าง Chevelolet AVEO (T250, T255) 07",0,ตัว,2800,5,15,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),201-ลูกหมาก TRW,,,,6,1,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,สำนักงานใหญ่
201-JTC7846,TRW L-ปีกนกล่าง SUZUKI SWIFT 1.2/1.3,1,ตัว,1700,5,15,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),201-ลูกหมาก TRW,,,,6,1,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,สำนักงานใหญ่
201-JTC7847,TRW R-ปีกนกล่าง SUZUKI SWIFT 1.2/1.3,1,ตัว,1700,5,15,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),201-ลูกหมาก TRW,,,,6,1,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,สำนักงานใหญ่
201-JTC906,TRW L-ปีกนกล่างหน้า HONDA CITY,1,ตัว,2600,5,15,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),201-ลูกหมาก TRW,,,,6,1,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,สำนักงานใหญ่
201-JTE112,"TRW ลูกหมากคันชักใน MITSUBISHI STRADA 4WD (K77), PAJERO รุ่น แรก, PAJERO รุ่นสอง",4,ตัว,700,5,15,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),201-ลูกหมาก TRW,,,,6,1,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,สำนักงานใหญ่
201-JTE261,TRW ลูกหมากคันชักนอก MITSUBISHI STRADA 2WD (K64),6,ตัว,600,5,15,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),201-ลูกหมาก TRW,,,,6,1,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,สำนักงานใหญ่
201-JTE319,"TRW ลูกหมากคันชักนอก TOYOTA COROLLA AE80, 90, 92, EE90, AE101, 111",1,ตัว,600,5,15,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),201-ลูกหมาก TRW,,,,6,1,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,สำนักงานใหญ่
201-JTE398,"TRW L-ลูกหมากคันชัก ISUZU TFR, RODEO TFR 4 WD",4,ตัว,600,5,15,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),201-ลูกหมาก TRW,,,,6,1,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,สำนักงานใหญ่
201-JTE418,"TRW R-ลูกหมากคันชัก ISUZU TFR, RODEO TFR 4 WD, D-MAX 2WD, Hi-Lander, 4WD",4,ตัว,600,5,15,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),201-ลูกหมาก TRW,,,,6,1,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,สำนักงานใหญ่
201-JTE469,"TRW ลูกหมากคันชักนอก (สั้น) TOYOTA MIGHTY-X, HILUX LN 40, HILUX LN 50, TIGER 2 WD LN145, TIGER 4 WD LN165",3,ตัว,600,5,15,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),201-ลูกหมาก TRW,,,,6,1,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,สำนักงานใหญ่
201-JTE551,"TRW R-ลูกหมากคันชักนอก HONDA CIVIC 92-95, CIVIC 96-00, CR-V 96-01",1,ตัว,800,5,15,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),201-ลูกหมาก TRW,,,,6,1,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,สำนักงานใหญ่
201-JTE555,"TRW L-ลูกหมากคันชักนอก HONDA CIVIC 92-95, CIVIC 96-00, CR-V 96-01",1,ตัว,900,5,15,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),201-ลูกหมาก TRW,,,,6,1,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,สำนักงานใหญ่
201-JTE671,"TRW ลูกหมากคันชักใน (ยาว) TOYOTA MIGHTY-X, HILUX LN 40, HILUX LN 50, TIGER 2 WD LN145",5,ตัว,700,5,15,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),201-ลูกหมาก TRW,,,,6,1,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,สำนักงานใหญ่
201-JTE684,TRW ลูกหมากคันชักนอก TOYOTA SOLUNA,2,ตัว,700,5,15,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),201-ลูกหมาก TRW,,,,6,1,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,สำนักงานใหญ่
201-JTE707,"TRW ลูกหมากคันชักนอก MITSUBISHI STRADA 4WD (K77), PAJERO รุ่น แรก",4,ตัว,700,5,15,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),201-ลูกหมาก TRW,,,,6,1,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,สำนักงานใหญ่
201-JTE716,TRW ลูกหมากคันชักนอก (สั้น) NISSAN BIG-M 2500 cc & 2700 cc,4,ตัว,600,5,15,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),201-ลูกหมาก TRW,,,,6,1,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,สำนักงานใหญ่
201-JTE718,TRW ลูกหมากคันชักนอก (สั้น) MITSUBISHI CYCLONE L200 (K14),2,ตัว,600,5,15,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),201-ลูกหมาก TRW,,,,6,1,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,สำนักงานใหญ่
201-JTE722,TRW R-ลูกหมากคันชักในยาว (ยาว) MITSUBISHI CYCLONE L200 (K14),2,ตัว,800,5,15,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),201-ลูกหมาก TRW,,,,6,1,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,สำนักงานใหญ่
201-JTE730,TRW ลูกหมากคันชักใน MITSUBISHI STRADA 2WD (K64),4,ตัว,700,5,15,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),201-ลูกหมาก TRW,,,,6,1,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,สำนักงานใหญ่
201-JTE738,TRW ลูกหมากคันชักใน (ยาว) NISSAN BIG-M 2500 cc & 2700 cc,4,ตัว,600,5,15,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),201-ลูกหมาก TRW,,,,6,1,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,สำนักงานใหญ่
201-JTE7511,TRW L-ลูกหมากคันชักในยาว (อันกลาง) MITSUBISHI CYCLONE L200 (K14),2,ตัว,500,5,15,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),201-ลูกหมาก TRW,,,,6,1,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,สำนักงานใหญ่
201-JTE7546,TRW ลูกหมากคันชักใน (ยาว) TOYOTA TIGER 4 WD LN165,4,ตัว,900,5,15,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),201-ลูกหมาก TRW,,,,6,1,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,สำนักงานใหญ่
201-JTE7550,TRW ลูกหมากคันชักยาว NISSAN  FRONTIER D21 4WD,4,ตัว,900,5,15,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),201-ลูกหมาก TRW,,,,6,1,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,สำนักงานใหญ่
201-JTE7566,TRW L-ลูกหมากคันชักนอก MITSUBISHI Triton 4WD,2,ตัว,1100,5,15,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),201-ลูกหมาก TRW,,,,6,1,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,สำนักงานใหญ่
201-JTS7566,"TRW ลูกหมากกันโคลงหน้า TOYOTA VIGO 4X2, INNOVA",12,ตัว,700,5,15,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),201-ลูกหมาก TRW,,,,6,1,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,สำนักงานใหญ่
201-JTS7569,TRW R-ลูกหมากกันโคลงหน้า HONDA City 03,2,ตัว,900,5,15,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),201-ลูกหมาก TRW,,,,6,1,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,สำนักงานใหญ่
201-JTS7570,TRW L-ลูกหมากกันโคลงหน้า HONDA City 03,2,ตัว,900,5,15,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),201-ลูกหมาก TRW,,,,6,1,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,สำนักงานใหญ่
201-JTS7592,"TRW ลูกหมากกันโคลงหน้า NISSAN TIDA, MARCH K13 (2010)",2,ตัว,800,5,15,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),201-ลูกหมาก TRW,,,,6,1,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,สำนักงานใหญ่
201-JTS7662,"TRW R-ลูกหมากกันโคลงหน้า MITSUBISHI Triton 2WD, 4WD",4,ตัว,700,5,15,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),201-ลูกหมาก TRW,,,,6,1,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,สำนักงานใหญ่
201-JTS7663,"TRW L-ลูกหมากกันโคลงหน้า MITSUBISHI Triton 2WD, 4WD",4,ตัว,700,5,15,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),201-ลูกหมาก TRW,,,,6,1,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,สำนักงานใหญ่
201-JTS7670,"TRW R-ลูกหมากกันโคลงหน้า HONDA CITY, JAZZ 03",2,ตัว,800,5,15,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),201-ลูกหมาก TRW,,,,6,1,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,สำนักงานใหญ่
201-JTS7688,TRW ลูกหมากกันโคลงหน้า (5เกียร์) NISSAN Navara D40T 2WD,2,ตัว,800,5,15,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),201-ลูกหมาก TRW,,,,6,1,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,สำนักงานใหญ่
201-JTS7689,TRW R-ลูกหมากกันโคลงหน้า (6เกียร์) NISSAN Navara D40T 2WD,1,ตัว,800,5,15,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),201-ลูกหมาก TRW,,,,6,1,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,สำนักงานใหญ่
201-JTS7690,TRW L-ลูกหมากกันโคลงหน้า (6เกียร์) NISSAN Navara D40T 2WD,1,ตัว,800,5,15,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),201-ลูกหมาก TRW,,,,6,1,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,สำนักงานใหญ่
201-JTS7691,"TRW ลูกหมากกันโคลงหน้า ISUZU D-MAX 2WD, Hi-Lander",18,ตัว,700,5,15,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),201-ลูกหมาก TRW,,,,6,1,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,สำนักงานใหญ่
201-JTS7692,TRW L-ลูกหมากกันโคลงหน้า ISUZU D-MAX 4WD,4,ตัว,700,5,15,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),201-ลูกหมาก TRW,,,,6,1,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,สำนักงานใหญ่
