CF_ITEMID,CF_ITEMNAME,CF_QUANTITY,CF_UNITNAME,CF_ITEMPRICELEVEL_PRICE,CF_SYSITEMGROUPL1ID,CF_SYSITEMGROUPL2ID,CF_SYSITEMGROUPL3ID,CF_SYSITEMGROUPL4ID,CF_SYSITEMGROUPL5ID,CF_ITEMGROUPL1_GROUPNAME,CF_ITEMGROUPL2_GROUPNAME,CF_ITEMGROUPL3_GROUPNAME,CF_ITEMGROUPL4_GROUPNAME,CF_ITEMGROUPL5_GROUPNAME,CF_ITEMGROUPL1_ORDINARY,CF_ITEMGROUPL2_ORDINARY,CF_ITEMGROUPL3_ORDINARY,CF_ITEMGROUPL4_ORDINARY,CF_ITEMGROUPL5_ORDINARY,CF_COMPANY,CF_BRANCHNAME
107-020-21150,น๊อต แหวน ตัวยาว L47 21x1.5,80,ตัว,70,4,10,,,,อะไหล่ หมวด 100 (อะไหล่ทั่วไป),107-น๊อตล้อตัวเมีย,,,,5,7,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
107-021-19125,น๊อต หัวเปิด ไม่มีบ่า (สีทอง) 19x1.25,95,ตัว,15,4,10,,,,อะไหล่ หมวด 100 (อะไหล่ทั่วไป),107-น๊อตล้อตัวเมีย,,,,5,7,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
107-022-19150,น๊อต หัวเปิด ไม่มีบ่า (สีทอง) 19x1.5,99,ตัว,15,4,10,,,,อะไหล่ หมวด 100 (อะไหล่ทั่วไป),107-น๊อตล้อตัวเมีย,,,,5,7,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
107-023-21125,น๊อต หัวเปิด ไม่มีบ่า (สีทอง) 21x1.25,98,ตัว,15,4,10,,,,อะไหล่ หมวด 100 (อะไหล่ทั่วไป),107-น๊อตล้อตัวเมีย,,,,5,7,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
107-024-21150,น๊อต หัวเปิด ไม่มีบ่า (สีทอง) 21x1.5,98,ตัว,15,4,10,,,,อะไหล่ หมวด 100 (อะไหล่ทั่วไป),107-น๊อตล้อตัวเมีย,,,,5,7,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
107-025-19150,น๊อต หัวเปิด มีบ่า (โครเมียม) อย่างดี 19X1.5,100,ตัว,50,4,10,,,,อะไหล่ หมวด 100 (อะไหล่ทั่วไป),107-น๊อตล้อตัวเมีย,,,,5,7,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
107-032-17150,น๊อต Project U 17X1.5,11,ชุด,700,4,10,,,,อะไหล่ หมวด 100 (อะไหล่ทั่วไป),107-น๊อตล้อตัวเมีย,,,,5,7,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
107-033-17125,น๊อต Project U 17x1.25,3,ชุด,700,4,10,,,,อะไหล่ หมวด 100 (อะไหล่ทั่วไป),107-น๊อตล้อตัวเมีย,,,,5,7,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
108-001-150,"แกนสกรูล้อ MTX, VIGO, TIGER, REVO หน้า",98,ตัว,50,4,11,,,,อะไหล่ หมวด 100 (อะไหล่ทั่วไป),108-น๊อตล้อตัวผู้ (แกนสกรูล้อ),,,,5,8,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
108-002-150,"แกนสกรูล้อ TIGER 4WD ตัวยาว เกลียว 1.5, ยาว 2 นิ้ว",50,ตัว,50,4,11,,,,อะไหล่ หมวด 100 (อะไหล่ทั่วไป),108-น๊อตล้อตัวผู้ (แกนสกรูล้อ),,,,5,8,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
108-003-150,"แกนสกรูล้อ VIGO ตัวสั้น, TOYOTA เก๋ง T/T (เก๋ง)",82,ตัว,30,4,11,,,,อะไหล่ หมวด 100 (อะไหล่ทั่วไป),108-น๊อตล้อตัวผู้ (แกนสกรูล้อ),,,,5,8,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
108-004-150,แกนสกรูล้อ TFR หน้า,98,ตัว,30,4,11,,,,อะไหล่ หมวด 100 (อะไหล่ทั่วไป),108-น๊อตล้อตัวผู้ (แกนสกรูล้อ),,,,5,8,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
108-005-150,แกนสกรูล้อ TFR หลัง,77,ตัว,30,4,11,,,,อะไหล่ หมวด 100 (อะไหล่ทั่วไป),108-น๊อตล้อตัวผู้ (แกนสกรูล้อ),,,,5,8,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
108-006-125,แกนสกรูล้อ BIG-M หน้า,100,ตัว,30,4,11,,,,อะไหล่ หมวด 100 (อะไหล่ทั่วไป),108-น๊อตล้อตัวผู้ (แกนสกรูล้อ),,,,5,8,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
108-007-125,แกนสกรูล้อ BIG-M หลัง,89,ตัว,30,4,11,,,,อะไหล่ หมวด 100 (อะไหล่ทั่วไป),108-น๊อตล้อตัวผู้ (แกนสกรูล้อ),,,,5,8,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
108-008-125,แกนสกรูล้อ NAVARA หน้า - หลัง,100,ตัว,50,4,11,,,,อะไหล่ หมวด 100 (อะไหล่ทั่วไป),108-น๊อตล้อตัวผู้ (แกนสกรูล้อ),,,,5,8,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
108-009-125,"แกนสกรูล้อ NISSAN เกลียว 1.25, ยาว 2 นิ้ว",50,ตัว,50,4,11,,,,อะไหล่ หมวด 100 (อะไหล่ทั่วไป),108-น๊อตล้อตัวผู้ (แกนสกรูล้อ),,,,5,8,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
108-010-125,แกนสกรูล้อ NV (เก๋ง) หน้า - หลัง,95,ตัว,50,4,11,,,,อะไหล่ หมวด 100 (อะไหล่ทั่วไป),108-น๊อตล้อตัวผู้ (แกนสกรูล้อ),,,,5,8,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
108-011-150,แกนสกรูล้อ CYCLONE หน้า,100,ตัว,30,4,11,,,,อะไหล่ หมวด 100 (อะไหล่ทั่วไป),108-น๊อตล้อตัวผู้ (แกนสกรูล้อ),,,,5,8,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
111-A12-IS008,POP บูชปีกนกล่าง (8-972 065-0) ISUZU D-MAX 2WD,2,ตัว,400,4,13,,,,อะไหล่ หมวด 100 (อะไหล่ทั่วไป),111-รายการ POP,,,,5,11,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
111-A12-IS009,POP บูชปีกนกล่าง (8-97301506-0) ISUZU D-MAX 4WD ใหญ่่,2,ตัว,440,4,13,,,,อะไหล่ หมวด 100 (อะไหล่ทั่วไป),111-รายการ POP,,,,5,11,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
111-A12-MS002,POP บูชปีกนกล่าง (MB925936) MITSUBISHI L.200-CYCLONE 36 mm.,2,ตัว,420,4,13,,,,อะไหล่ หมวด 100 (อะไหล่ทั่วไป),111-รายการ POP,,,,5,11,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
111-A12-MS003,POP บูชปีกนกล่าง (MB925937) MITSUBISHI L.200-CYCLONE 37 mm.,2,ตัว,420,4,13,,,,อะไหล่ หมวด 100 (อะไหล่ทั่วไป),111-รายการ POP,,,,5,11,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
111-A12-MS004,POP บูชปีกนกล่าง (MB132039) MITSUBISHI STRADA,2,ตัว,470,4,13,,,,อะไหล่ หมวด 100 (อะไหล่ทั่วไป),111-รายการ POP,,,,5,11,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
111-A12-MS006,"POP บูชปีกนกล่าง (MB109684) MITSUBISHI STRADA 4WD K77, PAJERO เล็ก",2,ตัว,390,4,13,,,,อะไหล่ หมวด 100 (อะไหล่ทั่วไป),111-รายการ POP,,,,5,11,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
111-A12-MS008,POP บูชปีกนกล่าง (MR992410) MITSUBISHI TRITON 2WD,2,ตัว,460,4,13,,,,อะไหล่ หมวด 100 (อะไหล่ทั่วไป),111-รายการ POP,,,,5,11,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
111-A12-MS009,POP บูชปีกนกล่าง (MR992256) MITSUBISHI TRITON 4WD,2,ตัว,500,4,13,,,,อะไหล่ หมวด 100 (อะไหล่ทั่วไป),111-รายการ POP,,,,5,11,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
111-A12-NS003,POP บูชปีกนกล่าง (54560-EB70A) NISSAN NAVARA ( 06) 2WD ใหญ่่,2,ตัว,520,4,13,,,,อะไหล่ หมวด 100 (อะไหล่ทั่วไป),111-รายการ POP,,,,5,11,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
111-A12-TT001,POP บูชปีกนกล่าง (48654-35010) TOYOTA RN-LN-MTX,4,ตัว,410,4,13,,,,อะไหล่ หมวด 100 (อะไหล่ทั่วไป),111-รายการ POP,,,,5,11,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
111-A12-TT002,POP บูชปีกนกล่าง (48061-26010) TOYOTA LH.112-TIGER 5L 4WD,2,ตัว,470,4,13,,,,อะไหล่ หมวด 100 (อะไหล่ทั่วไป),111-รายการ POP,,,,5,11,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
111-A12-TT003,POP บูชปีกนกล่าง (48654-04020) TOYOTA TIGER 3.0D 2WD-1KZ 4WD,2,ตัว,410,4,13,,,,อะไหล่ หมวด 100 (อะไหล่ทั่วไป),111-รายการ POP,,,,5,11,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
111-A12-TT011,POP บูชปีกนกล่าง (48654-0K010) TOYOTA VIGO 2WD เล็ก,2,ตัว,550,4,13,,,,อะไหล่ หมวด 100 (อะไหล่ทั่วไป),111-รายการ POP,,,,5,11,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
111-A12-TT012,POP บูชปีกนกล่าง (48655-0K010) TOYOTA VIGO 2WD ใหญ่่,2,ตัว,580,4,13,,,,อะไหล่ หมวด 100 (อะไหล่ทั่วไป),111-รายการ POP,,,,5,11,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
111-A12-TT013,POP บูชปีกนกล่าง (48061-26050) TOYOTA KDH.200-220 COMMUTER,2,ตัว,470,4,13,,,,อะไหล่ หมวด 100 (อะไหล่ทั่วไป),111-รายการ POP,,,,5,11,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
111-A12-TT014,"POP บูชปีกนกล่าง (48654-0K040) TOYOTA VIGO, FUTUNER 4WD เล็ก",2,ตัว,560,4,13,,,,อะไหล่ หมวด 100 (อะไหล่ทั่วไป),111-รายการ POP,,,,5,11,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
111-A12-TT015,"POP บูชปีกนกล่าง (48655-0K040) TOYOTA VIGO, FUTUNER 4WD ใหญ่่",2,ตัว,610,4,13,,,,อะไหล่ หมวด 100 (อะไหล่ทั่วไป),111-รายการ POP,,,,5,11,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
111-A18-TT011,POP ยางกันกระแทกแหนบหลัง (48341-0K010) TOYOTA VIGO 2WD,4,ตัว,280,4,13,,,,อะไหล่ หมวด 100 (อะไหล่ทั่วไป),111-รายการ POP,,,,5,11,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
111-A20-IS003S,POP ยางหนวดกุ้ง(ชุด) (8-94433672-0) ISUZU TFR ผ้าใบ,4,ตัว,240,4,13,,,,อะไหล่ หมวด 100 (อะไหล่ทั่วไป),111-รายการ POP,,,,5,11,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
111-A20-MD001,POP ยางหนวดกุ้ง(ชุด) (UB39-34-136) MAZDA MAGNUM-FORD RANGER,4,ตัว,220,4,13,,,,อะไหล่ หมวด 100 (อะไหล่ทั่วไป),111-รายการ POP,,,,5,11,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
111-A20-MS003S,POP ยางหนวดกุ้ง(ชุด) (4016A001T) MITSUBISHI TRITON ผ้าใบ,4,ตัว,390,4,13,,,,อะไหล่ หมวด 100 (อะไหล่ทั่วไป),111-รายการ POP,,,,5,11,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
111-B10-SK003,POP บูชปีกนกล่าง (45530-58M00) SUZUKI SWIFT 1.2 cc. เล็ก,2,ตัว,480,4,13,,,,อะไหล่ หมวด 100 (อะไหล่ทั่วไป),111-รายการ POP,,,,5,11,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
111-B10-SK004,POP บูชปีกนกล่าง (45530-63J00) SUZUKI SWIFT 1.5 cc. เล็ก,2,ตัว,480,4,13,,,,อะไหล่ หมวด 100 (อะไหล่ทั่วไป),111-รายการ POP,,,,5,11,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
111-B10-TT006,POP บูชปีกนกล่าง (48654-12070) TOYOTA EE.100-AE.101 เล็ก,2,ตัว,360,4,13,,,,อะไหล่ หมวด 100 (อะไหล่ทั่วไป),111-รายการ POP,,,,5,11,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
111-B10-TT007,POP บูชปีกนกล่าง (48655-12050) TOYOTA EE.100-AE.101 ใหญ่่,2,ตัว,360,4,13,,,,อะไหล่ หมวด 100 (อะไหล่ทั่วไป),111-รายการ POP,,,,5,11,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
111-B10-TT008,POP บูชปีกนกล่าง (48654-20170) TOYOTA AE.102-AE.110-111 เล็ก,2,ตัว,360,4,13,,,,อะไหล่ หมวด 100 (อะไหล่ทั่วไป),111-รายการ POP,,,,5,11,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
111-B10-TT009,POP บูชปีกนกล่าง (48655-12120) TOYOTA AE.102-AE.110-111 ใหญ่่,2,ตัว,410,4,13,,,,อะไหล่ หมวด 100 (อะไหล่ทั่วไป),111-รายการ POP,,,,5,11,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
111-B10-TT031,"POP บูชปีกนกล่าง (48655-0D060) TOYOTA VIOS 02-05 = NCP1#, NCP4# ใหญ่่",2,ตัว,420,4,13,,,,อะไหล่ หมวด 100 (อะไหล่ทั่วไป),111-รายการ POP,,,,5,11,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
111-B10-TT032,POP บูชปีกนกล่าง (48654-10050S) TOYOTA SOLUNA 00 เล็ก,2,ตัว,330,4,13,,,,อะไหล่ หมวด 100 (อะไหล่ทั่วไป),111-รายการ POP,,,,5,11,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
111-B10-TT035,POP บูชปีกนกล่าง (48655-10050B) TOYOTA SOLUNA 00 ใหญ่่,2,ตัว,400,4,13,,,,อะไหล่ หมวด 100 (อะไหล่ทั่วไป),111-รายการ POP,,,,5,11,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
111-B10-TT037,"POP บูชปีกนกล่าง (48655-0D050) TOYOTA YARIS, VIOS, NCP91-93 06-07 ใหญ่่",0,ตัว,510,4,13,,,,อะไหล่ หมวด 100 (อะไหล่ทั่วไป),111-รายการ POP,,,,5,11,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
111-B10-TT039,"POP บูชปีกนกล่าง (48654-0D060) TOYOTA YARIS, VIOS, NCP91-93 06-07 เล็ก",2,ตัว,340,4,13,,,,อะไหล่ หมวด 100 (อะไหล่ทั่วไป),111-รายการ POP,,,,5,11,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
111-B10-TT041,"POP บูชปีกนกล่าง (48654-0D040) TOYOTA VIOS 02-05 = NCP1#, NCP4# เล็ก",2,ตัว,350,4,13,,,,อะไหล่ หมวด 100 (อะไหล่ทั่วไป),111-รายการ POP,,,,5,11,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
111-B14-MS003,POP ยางกันกระแทกโช๊คอัพหลัง MITSUBISHI PAJERO SPORT,4,ตัว,600,4,13,,,,อะไหล่ หมวด 100 (อะไหล่ทั่วไป),111-รายการ POP,,,,5,11,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
111-B16-HD005,POP ยางกันฝุ่นโช๊คอัพหน้า (51722-SEL-T01) HONDA CITY 03,2,ตัว,340,4,13,,,,อะไหล่ หมวด 100 (อะไหล่ทั่วไป),111-รายการ POP,,,,5,11,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
111-B16-HD007,"POP ยางกันฝุ่นโช๊คอัพหน้า (51686-TG0-T01) HONDA JAZZ 08-12, CITY 08-12",2,ตัว,390,4,13,,,,อะไหล่ หมวด 100 (อะไหล่ทั่วไป),111-รายการ POP,,,,5,11,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
111-B16-MS005,POP ยางกันฝุ่นโช๊คอัพหน้า () MITSUBISHI MIRAGE (2010),2,ตัว,290,4,13,,,,อะไหล่ หมวด 100 (อะไหล่ทั่วไป),111-รายการ POP,,,,5,11,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
111-B16-MS006,POP ยางกันฝุ่นโช๊คอัพหลัง (4155A027) MITSUBISHI MIRAGE (2010) ยาว,2,ตัว,340,4,13,,,,อะไหล่ หมวด 100 (อะไหล่ทั่วไป),111-รายการ POP,,,,5,11,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
111-B16-TT005,"POP ยางกันฝุ่นโช๊คอัพหลัง (48341-0A010) TOYOTA SOLUNA, AL.50",2,ตัว,320,4,13,,,,อะไหล่ หมวด 100 (อะไหล่ทั่วไป),111-รายการ POP,,,,5,11,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
112-00184,"ลูกปืนล้อหน้า-นอก FORD SKF (30205) MAZDA, FORD 2WD",18,ตลับ,300,4,14,,,,อะไหล่ หมวด 100 (อะไหล่ทั่วไป),112-ลูกปืนล้อ,,,,5,12,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
112-00185,ลูกปืนล้อ SKF (6204-2RS) ทั่วไป,5,ตลับ,250,4,14,,,,อะไหล่ หมวด 100 (อะไหล่ทั่วไป),112-ลูกปืนล้อ,,,,5,12,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
112-00186,ลูกปืนล้อหน้า-นอก NSK (M12649/10) รถกระบะทุกรุ่น 2WD,0,ตลับ,300,4,14,,,,อะไหล่ หมวด 100 (อะไหล่ทั่วไป),112-ลูกปืนล้อ,,,,5,12,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
112-00187,"ลูกปืนล้อหลัง NISSAN TIMKEN (30208) BIG-M, KBZ, RANGER 2WD-4WD",32,ตลับ,450,4,14,,,,อะไหล่ หมวด 100 (อะไหล่ทั่วไป),112-ลูกปืนล้อ,,,,5,12,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
112-00188,"ลูกปืนล้อหลัง TOYOTA GSP (9400308, 3DACF026) VIOS, YARIS 14",1,ตลับ,2600,4,14,,,,อะไหล่ หมวด 100 (อะไหล่ทั่วไป),112-ลูกปืนล้อ,,,,5,12,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
112-00189,"ลูกปืนล้อหลัง NISSAN NSK (30208JR) BIG-M, KBZ, RANGER 2WD-4WD",0,ตลับ,450,4,14,,,,อะไหล่ หมวด 100 (อะไหล่ทั่วไป),112-ลูกปืนล้อ,,,,5,12,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
112-00190,ลูกปืนล้อหลัง HONDA NTN (HUB732T1(113-5)) CIVIC 06-12 (มีABS),8,ตลับ,2200,4,14,,,,อะไหล่ หมวด 100 (อะไหล่ทั่วไป),112-ลูกปืนล้อ,,,,5,12,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
112-00191,"ลูกปืนล้อหน้า-นอก ISUZU TIMKEN (32208M-90KM1) D-MAX 4WD, TFR 40x68",4,ตลับ,500,4,14,,,,อะไหล่ หมวด 100 (อะไหล่ทั่วไป),112-ลูกปืนล้อ,,,,5,12,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
112-00192,"ลูกปืนล้อหน้า-ใน ISUZU TIMKEN (32009XM-90KM1) D-MAX 4WD, RODEO",4,ตลับ,400,4,14,,,,อะไหล่ หมวด 100 (อะไหล่ทั่วไป),112-ลูกปืนล้อ,,,,5,12,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
112-00193,"ลูกปืนล้อหน้า-นอก ISUZU TIMKEN (32008X) D-MAX 4WD, TFR ",4,ตลับ,500,4,14,,,,อะไหล่ หมวด 100 (อะไหล่ทั่วไป),112-ลูกปืนล้อ,,,,5,12,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
114-BWC727,"TRW กระบอกเบรกหลัง (11/16""-L/R) HONDA CITY 03 (GD3)",0,ตัว,600,4,23,,,,อะไหล่ หมวด 100 (อะไหล่ทั่วไป),114-กระบอกเบรกหลัง,,,,5,14,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
115-PJF740,"TRW แม่ปั้มคลัชท์ล่าง (13/16"") ISUZU D-MAX 3, 000 CC.",1,ตัว,600,4,24,,,,อะไหล่ หมวด 100 (อะไหล่ทั่วไป),115-แม่ปั๊มคลัชท์,,,,5,15,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
115-PJH832,"TRW แม่ปั้มคลัชท์ล่าง (7/8"") ISUZU Dragon Power 3.0 00-01",3,ตัว,500,4,24,,,,อะไหล่ หมวด 100 (อะไหล่ทั่วไป),115-แม่ปั๊มคลัชท์,,,,5,15,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
115-PNB749,"TRW แม่ปั้มคลัชท์บน (5/8"") ISUZU D-MAX 2, 500-3, 000CC. 02-07",1,ตัว,1100,4,24,,,,อะไหล่ หมวด 100 (อะไหล่ทั่วไป),115-แม่ปั๊มคลัชท์,,,,5,15,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
116-NOK-1001.,NOK ซีลล้อหน้าใน (TA-66-85-8/10) TOYOTA TIGER 4WD,4,ตัว,280,4,29,,,,อะไหล่ หมวด 100 (อะไหล่ทั่วไป),116-ซีล NOK (CORTECO),,,,5,16,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
116-NOK-2045,NOK ซีลล้อหน้านอก (TBW59-75-9-12.65) ISUZU D-MAX 4WD,0,ตัว,180,4,29,,,,อะไหล่ หมวด 100 (อะไหล่ทั่วไป),116-ซีล NOK (CORTECO),,,,5,16,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
116-NOK-3003,NOK ซีลล้อหน้า (TBW61-78-7-9.8) TOYOTA VIGO 2WD 4WD,14,ตัว,150,4,29,,,,อะไหล่ หมวด 100 (อะไหล่ทั่วไป),116-ซีล NOK (CORTECO),,,,5,16,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
116-NOK-804,"NOK ซีลล้อหน้า (TB 2-50-65-9) MITSUBISHI L200, CYCLONE",10,ตัว,100,4,29,,,,อะไหล่ หมวด 100 (อะไหล่ทั่วไป),116-ซีล NOK (CORTECO),,,,5,16,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
116-NOK-805,"NOK ซีลล้อหน้า (TB 2-50-65-10) MITSUBISHI L200, STRADA 4WD",10,ตัว,80,4,29,,,,อะไหล่ หมวด 100 (อะไหล่ทั่วไป),116-ซีล NOK (CORTECO),,,,5,16,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
116-NOK-812,"NOK ซีลล้อหน้า (TB9Y-54-65-7.7/14.7) NISSAN FRONTIER 2WD, D22",8,ตัว,180,4,29,,,,อะไหล่ หมวด 100 (อะไหล่ทั่วไป),116-ซีล NOK (CORTECO),,,,5,16,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
116-NOK-818,NOK ซีลล้อหน้า (TB 9-51.9-66-8/10) MITSUBISHI E-CAR,5,ตัว,130,4,29,,,,อะไหล่ หมวด 100 (อะไหล่ทั่วไป),116-ซีล NOK (CORTECO),,,,5,16,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
116-NOK-822,"NOK ซีลล้อหน้า (TB 50-67-9) ISUZU TFR, D-MAX",11,ตัว,100,4,29,,,,อะไหล่ หมวด 100 (อะไหล่ทั่วไป),116-ซีล NOK (CORTECO),,,,5,16,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
116-NOK-843,"NOK ซีลล้อหน้า (TA2-50-68-9) TOYOTA MIGHTY-X, LH112, RN",4,ตัว,100,4,29,,,,อะไหล่ หมวด 100 (อะไหล่ทั่วไป),116-ซีล NOK (CORTECO),,,,5,16,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
116-NOK-868,"NOK ซีลล้อหน้า (TB52-70-9) FORD RANGER, FIGHTER, MAGNUM",8,ตัว,90,4,29,,,,อะไหล่ หมวด 100 (อะไหล่ทั่วไป),116-ซีล NOK (CORTECO),,,,5,16,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
116-NOK-930,NOK ซีลล้อหน้า (TC5Y-54-75.7-12.2/17.9) NISSAN BIG-M,4,ตัว,130,4,29,,,,อะไหล่ หมวด 100 (อะไหล่ทั่วไป),116-ซีล NOK (CORTECO),,,,5,16,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
116-NOK-994,"NOK ซีลล้อหน้านอก (TA2Y 62 85 8/10) TOYOTA TIGER, MIGHTY-X 4WD",4,ตัว,220,4,29,,,,อะไหล่ หมวด 100 (อะไหล่ทั่วไป),116-ซีล NOK (CORTECO),,,,5,16,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
117-00001,"GORILLA ARM กันโคลง TOYOTA VIGO 2WD, 4WD, CHAMP, PRERUNNER, INNOVA",1,ชุด,4000,4,31,,,,อะไหล่ หมวด 100 (อะไหล่ทั่วไป),117-กันโคลง GORILLA ARM,,,,5,17,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
117-00002,"GORILLA ARM กันโคลง TOYOTA FORTUNER, All NEW FORTUNER",2,ชุด,4000,4,31,,,,อะไหล่ หมวด 100 (อะไหล่ทั่วไป),117-กันโคลง GORILLA ARM,,,,5,17,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
117-00004,"GORILLA ARM กันโคลง TOYOTA REVO 2WD, 4WD",1,ชุด,4000,4,31,,,,อะไหล่ หมวด 100 (อะไหล่ทั่วไป),117-กันโคลง GORILLA ARM,,,,5,17,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
